ID,BOOKS,DOLLARS,DATE
19126,3,27.36,6/7/2018
19126,2,25.98,6/13/2018
19126,1,14.49,6/21/2018
19127,2,27.93,3/8/2017
19128,1,12.97,3/8/2017
19128,1,11.77,3/14/2017
19128,1,11.77,5/22/2017
19128,1,15.49,11/11/2017
19129,2,31.72,3/8/2017
19129,3,44.69,4/20/2017
19130,2,29.92,3/8/2017
19131,1,14.99,3/8/2017
19132,2,62.34,3/8/2017
19132,2,73.13,5/4/2017
19132,2,58.74,7/21/2017
19133,1,11.77,3/8/2017
19134,1,18.36,3/8/2017
19134,1,15.36,6/29/2017
19134,1,14.37,7/26/2017
19134,2,27.48,3/20/2018
19135,4,70.63,3/8/2017
19135,2,39.54,3/15/2017
19136,1,14.99,3/14/2017
19136,1,15.96,5/29/2017
19136,2,85.48,5/19/2018
19136,1,19.49,6/5/2018
19137,1,12.49,3/8/2017
19137,1,25.32,5/31/2017
19137,1,23.99,6/16/2018
19138,1,12.97,3/8/2017
19138,2,23.54,3/22/2017
19139,1,19.99,3/8/2017
19139,1,19.99,3/19/2017
19139,3,37.47,12/5/2017
19140,2,44.76,3/8/2017
19140,2,34.47,3/19/2017
19140,1,13.97,3/28/2017
19140,2,31.92,5/13/2017
19140,1,22.44,6/8/2017
19140,1,9.49,11/20/2017
19140,3,38.86,3/1/2018
19140,3,78.97,3/18/2018
19141,1,15.36,3/10/2017
19142,3,46.88,3/8/2017
19142,3,41.35,5/21/2018
19143,4,58.68,3/8/2017
19144,2,25.74,3/8/2017
19145,5,76,3/8/2017
19145,1,38.49,2/6/2018
19146,1,0,3/8/2017
19147,1,8.77,3/8/2017
19147,5,64.66,3/13/2017
19147,2,21.54,8/2/2017
19147,3,28.71,8/4/2017
19147,3,33.71,8/30/2017
19148,1,25.78,3/8/2017
19148,3,38.9,6/23/2017
19148,2,22.54,8/29/2017
19148,3,61.26,9/5/2017
19149,4,67.89,3/9/2017
19149,5,67.84,4/25/2017
19149,1,9.97,7/15/2017
19149,3,43.89,7/26/2017
19149,1,11.49,11/25/2017
19149,3,36.97,11/29/2017
19149,2,27.98,4/3/2018
19149,1,15.49,4/16/2018
19150,1,6.79,3/8/2017
19151,1,13.97,3/8/2017
19151,2,11.58,7/26/2017
19151,1,9.49,10/16/2017
19152,1,6.49,3/8/2017
19153,2,23.54,3/8/2017
19153,4,47.28,3/8/2017
19154,1,3.99,3/8/2017
19154,1,5.49,12/20/2017
19155,4,44.49,3/8/2017
19156,3,42.71,3/8/2017
19156,3,41.71,3/21/2017
19156,4,58.46,4/13/2017
19156,3,47.82,4/20/2017
19156,5,71.04,4/28/2017
19156,1,15.96,6/24/2017
19156,5,73.95,10/19/2017
19156,2,27.48,12/1/2017
19156,4,37.96,12/13/2017
19157,1,10.9,3/8/2017
19157,1,11.77,4/15/2017
19158,7,110.02,3/9/2017
19158,6,83.15,4/27/2017
19158,3,45.29,8/11/2017
19158,13,179.15,8/25/2017
19158,8,117.42,1/3/2018
19158,3,42.56,2/27/2018
19158,3,33.17,4/9/2018
19159,2,26.73,3/8/2017
19159,3,34.51,4/7/2017
19159,1,11.49,9/20/2017
19159,1,13.99,10/17/2017
19159,2,22.98,2/4/2018
19159,4,45.96,2/26/2018
19160,1,14.96,3/8/2017
19160,2,25.74,6/23/2017
19160,1,14.79,6/26/2017
19160,5,70.45,9/23/2017
19160,2,18.98,5/30/2018
19161,2,16.55,3/8/2017
19161,2,15.98,12/7/2017
19162,2,29.13,3/8/2017
19163,1,11.77,3/8/2017
19163,1,14.96,6/27/2017
19164,2,29.73,3/8/2017
19164,2,30.13,4/9/2017
19165,3,39.53,3/8/2017
19165,3,49.13,8/23/2017
19165,2,31.76,8/23/2017
19165,3,43.97,2/21/2018
19165,1,21,2/27/2018
19166,1,11.77,3/8/2017
19167,1,9.97,3/8/2017
19168,1,14.96,3/9/2017
19169,1,14.96,3/8/2017
19170,1,14.96,3/8/2017
19170,3,41.99,1/31/2018
19170,2,26.07,6/21/2018
19171,3,43.69,3/8/2017
19172,4,58.48,3/8/2017
19173,2,23.73,3/8/2017
19173,1,13.99,1/12/2018
19174,1,17.9,3/8/2017
19175,1,14.99,3/8/2017
19175,1,9.99,5/27/2017
19176,1,11.77,3/8/2017
19177,1,12.49,3/8/2017
19178,1,15.76,3/8/2017
19179,1,11.77,3/8/2017
19180,1,13.97,3/8/2017
19180,2,26.73,4/6/2017
19181,1,9.98,3/8/2017
19181,2,24.46,2/20/2018
19182,1,12.49,3/8/2017
19183,1,6.79,3/8/2017
19183,1,11.88,3/1/2018
19184,2,30.53,3/8/2017
19184,1,23.99,11/2/2017
19184,2,25.98,12/27/2017
19185,3,37.5,3/8/2017
19186,2,29.16,3/8/2017
19187,1,15.36,3/8/2017
19188,2,26.14,3/8/2017
19188,2,30.98,9/16/2017
19188,2,30.98,10/28/2017
19189,1,0,3/8/2017
19190,1,18.99,3/8/2017
19191,1,11.77,3/8/2017
19192,1,17.9,3/9/2017
19193,1,12.79,3/8/2017
19193,1,4.99,10/15/2017
19193,3,67.14,2/27/2018
19193,2,27.57,3/19/2018
19194,2,30.32,3/9/2017
19194,1,6.77,3/15/2017
19194,1,15.36,4/27/2017
19195,3,43.7,3/10/2017
19195,2,30.15,7/28/2017
19196,2,21.54,3/9/2017
19196,1,14.79,3/19/2017
19196,2,23.54,3/25/2017
19196,4,50.27,3/29/2017
19196,3,38.9,4/23/2017
19197,6,75.72,3/9/2017
19197,1,96.99,7/26/2017
19198,2,80.73,3/9/2017
19198,4,42.46,11/18/2017
19199,5,83.48,3/9/2017
19199,4,60.96,3/12/2017
19199,8,116.55,4/11/2017
19199,6,72.61,5/22/2017
19199,5,54.95,9/22/2017
19199,7,83.43,3/30/2018
19200,1,11.77,3/9/2017
19201,1,30.37,3/9/2017
19201,1,11.77,6/4/2017
19202,2,39.98,3/9/2017
19202,1,18.1,6/1/2017
19202,1,139.49,12/19/2017
19202,1,139.49,1/27/2018
19202,2,35.48,3/3/2018
19202,3,40.47,5/21/2018
19202,3,37.3,5/29/2018
19203,1,12.97,3/9/2017
19204,1,14.37,3/9/2017
19205,1,8.77,3/9/2017
19206,1,13.77,3/9/2017
19206,1,14.79,3/15/2017
19206,2,26.14,9/1/2017
19207,6,52.44,3/9/2017
19207,4,59.65,7/1/2017
19207,16,181.84,10/3/2017
19207,1,11.99,10/9/2017
19207,1,11.49,10/9/2017
19207,1,15.49,10/9/2017
19207,1,12.99,10/15/2017
19207,1,12.49,11/22/2017
19207,1,14.99,11/27/2017
19207,1,12.49,12/10/2017
19207,1,13.99,1/9/2018
19207,2,25.98,3/22/2018
19207,2,30.98,6/12/2018
19208,4,50,3/9/2017
19208,1,19.99,7/26/2017
19208,1,19.99,8/6/2017
19208,2,23.54,8/26/2017
19208,8,91.92,10/10/2017
19208,5,61.95,10/25/2017
19208,6,63.94,3/1/2018
19208,2,24.91,5/28/2018
19209,1,12.97,3/9/2017
19209,1,11.49,2/19/2018
19210,3,41.69,3/9/2017
19210,3,35.91,3/26/2017
19210,4,52.67,5/8/2017
19210,5,76.61,7/9/2017
19210,1,12.77,7/17/2017
19211,2,27.94,3/9/2017
19211,1,14.96,3/21/2017
19212,2,20.74,3/9/2017
19213,1,15.36,3/9/2017
19214,1,12.97,3/9/2017
19214,1,12.99,5/12/2017
19215,1,15.9,3/12/2017
19215,1,11.49,1/14/2018
19215,1,305.99,3/24/2018
19215,1,26.99,4/30/2018
19216,1,13.97,3/9/2017
19217,3,108.85,3/9/2017
19217,4,59.84,5/2/2017
19217,4,67.69,6/25/2017
19217,3,55.97,11/16/2017
19217,3,37.46,5/20/2018
19217,3,42.36,5/31/2018
19218,1,15.76,3/9/2017
19218,2,18.98,12/14/2017
19219,2,25.76,3/9/2017
19219,1,5.78,5/3/2017
19219,4,59.08,5/31/2017
19219,7,86.43,9/11/2017
19219,5,41.45,10/4/2017
19219,5,66.95,11/17/2017
19219,1,11.99,11/27/2017
19219,2,14.98,1/29/2018
19219,3,31.47,2/22/2018
19219,4,42.46,3/7/2018
19219,5,50.45,5/3/2018
19219,7,81.43,5/31/2018
19219,5,59.95,6/10/2018
19220,2,56.96,3/9/2017
19221,1,14.99,3/9/2017
19221,2,28.34,3/29/2017
19221,4,53.96,1/2/2018
19222,1,14.96,3/9/2017
19223,1,11.77,3/9/2017
19224,1,15.36,3/10/2017
19225,2,40.13,3/9/2017
19225,6,77.2,7/2/2017
19225,7,65.43,3/27/2018
19226,4,72.94,3/9/2017
19226,7,96.18,6/20/2017
19226,1,15.9,7/22/2017
19226,3,84.47,11/29/2017
19226,12,216.38,3/21/2018
19226,1,35.49,4/10/2018
19226,5,71.45,5/2/2018
19227,3,43.11,3/9/2017
19228,2,29.33,3/9/2017
19228,1,15.36,6/22/2017
19228,2,26.98,10/21/2017
19229,3,29.94,3/9/2017
19230,2,28.34,3/9/2017
19231,2,9.58,3/16/2017
19231,1,11.77,3/27/2017
19231,2,39.73,5/5/2017
19231,1,18.1,6/21/2017
19232,5,70.23,3/9/2017
19233,12,142.03,3/9/2017
19234,3,43.3,3/9/2017
19234,2,28.14,3/12/2017
19234,3,43.29,3/14/2017
19234,3,35.31,3/20/2017
19234,7,101.23,4/19/2017
19234,4,54.88,6/24/2017
19235,1,16.36,3/9/2017
19235,1,47.97,3/11/2017
19236,1,25.77,3/9/2017
19237,3,45.28,3/9/2017
19237,1,13.97,6/9/2017
19237,1,14.96,7/31/2017
19238,3,38.5,3/9/2017
19238,5,66.85,3/26/2017
19238,4,51.46,12/12/2017
19239,2,21.54,3/9/2017
19239,8,100.95,5/7/2017
19240,1,17.99,3/9/2017
19241,1,12.49,3/9/2017
19241,3,39.25,4/1/2017
19241,1,13.97,4/8/2017
19242,4,50.68,3/19/2017
19242,5,68.04,5/2/2017
19242,3,45.69,6/18/2017
19242,1,14.96,6/25/2017
19242,4,56.67,8/21/2017
19242,5,64.45,12/13/2017
19242,3,46.97,6/11/2018
19242,1,11.49,6/30/2018
19243,2,17.55,3/9/2017
19243,2,17.96,3/22/2017
19243,2,21.75,4/12/2017
19243,1,17.36,6/8/2017
19243,2,18.48,9/20/2017
19243,2,39.98,2/16/2018
19244,2,25.73,3/9/2017
19245,4,61.25,3/9/2017
19246,2,30.72,3/9/2017
19247,4,58.46,3/10/2017
19247,8,108.94,3/20/2017
19247,13,172.37,10/23/2017
19248,7,103.59,3/9/2017
19249,1,5.99,3/11/2017
19250,1,14.96,3/9/2017
19251,3,59.32,3/9/2017
19251,6,81.44,11/7/2017
19251,6,79.03,3/6/2018
19252,1,13.97,3/9/2017
19253,1,9.78,3/10/2017
19254,5,84.63,3/9/2017
19254,3,45.88,3/20/2017
19255,1,12.49,3/9/2017
19256,2,25.14,3/10/2017
19256,4,44.52,3/14/2017
19256,1,14.37,4/8/2017
19256,2,28.74,5/7/2017
19257,1,15.96,3/9/2017
19257,2,26.14,5/29/2017
19257,1,14.96,7/6/2017
19257,1,45.77,7/26/2017
19257,2,31.76,7/27/2017
19257,1,19.99,11/4/2017
19257,2,35.98,1/5/2018
19257,1,22.99,2/26/2018
19257,2,25.98,5/28/2018
19257,1,14.99,6/13/2018
19258,11,145.03,3/9/2017
19258,1,9.97,3/12/2017
19258,9,126.59,6/21/2018
19259,1,11.77,3/9/2017
19259,2,45.73,3/22/2017
19259,1,14.79,4/17/2017
19259,1,13.77,8/14/2017
19259,2,23.98,11/8/2017
19260,2,39.98,3/19/2017
19260,2,20.56,4/29/2017
19260,1,13.97,4/30/2017
19260,1,9.99,5/8/2017
19260,3,38.5,5/20/2017
19260,1,12.97,6/28/2017
19261,12,175.48,3/9/2017
19262,4,50.27,3/9/2017
19263,1,11.77,3/9/2017
19264,1,9.99,3/9/2017
19264,1,17.99,5/9/2018
19265,19,238.4,3/9/2017
19266,1,14.96,3/9/2017
19267,1,5.78,3/9/2017
19268,1,12.97,3/9/2017
19268,1,13.99,10/22/2017
19269,1,11.77,3/9/2017
19270,2,25.96,3/9/2017
19271,1,16.36,3/9/2017
19271,1,15.96,5/3/2017
19271,1,22.49,6/28/2018
19272,4,54.67,3/9/2017
19273,2,22.54,3/9/2017
19273,1,14.37,6/1/2017
19273,1,11.88,5/31/2018
19274,2,26.94,3/9/2017
19274,6,86.24,3/9/2017
19274,7,101.56,4/18/2017
19274,5,76.2,6/24/2017
19275,1,15.36,3/9/2017
19276,2,27.13,3/9/2017
19276,1,9.97,3/10/2017
19276,1,14.96,6/9/2017
19277,1,4.79,3/9/2017
19278,2,30.72,3/9/2017
19279,2,24.93,3/9/2017
19279,3,34.47,3/7/2018
19280,2,24.54,3/9/2017
19280,1,11.77,3/9/2017
19281,1,13.97,3/9/2017
19281,1,14.49,5/24/2018
19282,2,29.98,3/21/2017
19283,1,19.99,3/9/2017
19284,2,27.34,3/9/2017
19285,5,72.61,3/9/2017
19285,5,80.04,6/1/2017
19285,4,57.69,8/7/2017
19286,2,29.96,3/9/2017
19286,2,26.56,3/9/2018
19287,2,27.13,3/9/2017
19288,1,9.98,3/9/2017
19289,5,96.45,3/9/2017
19290,2,30.72,3/9/2017
19291,2,44.96,3/9/2017
19291,1,24.97,4/9/2017
19291,1,24.97,5/1/2017
19292,2,22.54,3/9/2017
19293,5,54.95,3/9/2017
19294,1,9.77,3/9/2017
19295,1,10.77,3/20/2017
19295,1,26.95,4/29/2017
19295,1,14.96,5/12/2017
19295,3,42.06,2/9/2018
19296,1,14.99,3/9/2017
19296,1,11.77,4/10/2017
19296,2,17.55,4/15/2017
19296,2,25.54,4/30/2017
19296,3,39.97,10/7/2017
19296,1,14.99,11/7/2017
19296,2,18.98,11/20/2017
19296,1,23.49,11/29/2017
19296,1,11.49,2/27/2018
19296,2,14.48,3/3/2018
19296,1,11.49,3/4/2018
19296,2,17.48,3/29/2018
19296,2,22.98,4/14/2018
19296,1,11.49,4/30/2018
19297,5,82.42,3/9/2017
19298,6,85.21,3/9/2017
19298,6,105.82,3/23/2017
19298,4,47.08,4/11/2017
19298,7,102.36,4/25/2017
19298,4,67.68,4/26/2017
19298,3,36.7,5/16/2017
19298,3,49.91,7/20/2017
19298,5,66.24,7/22/2017
19298,3,33.31,8/13/2017
19298,2,25.98,10/4/2017
19298,2,27.98,10/25/2017
19298,3,34.97,1/1/2018
19298,5,81.95,1/16/2018
19299,1,14.96,3/9/2017
19299,1,14.96,8/24/2017
19299,2,26.98,11/1/2017
19300,2,35.98,3/9/2017
19300,1,10.77,3/18/2017
19300,1,14.37,3/19/2017
19300,2,34.36,3/21/2017
19300,1,12.97,3/22/2017
19300,1,19.99,5/19/2017
19301,1,11.77,3/9/2017
19301,1,6.77,3/22/2017
19301,1,6.77,3/31/2017
19302,2,24.98,3/9/2017
19302,2,35.48,4/30/2018
19303,2,29.96,3/9/2017
19303,2,32.48,11/2/2017
19304,2,23.48,3/9/2017
19304,1,14.37,4/14/2017
19304,1,14.96,4/18/2017
19304,2,28.93,5/10/2017
19304,2,26.14,6/27/2017
19304,2,26.98,9/16/2017
19304,2,25.98,10/21/2017
19304,2,26.98,11/21/2017
19304,2,29.48,12/6/2017
19304,2,26.48,12/10/2017
19304,2,27.48,12/27/2017
19304,2,28.48,3/31/2018
19304,2,27.98,6/5/2018
19305,2,30.76,3/9/2017
19306,1,15.36,3/9/2017
19306,2,24.48,3/7/2018
19307,3,56.75,3/9/2017
19308,3,35.97,3/10/2017
19308,4,47.96,11/6/2017
19308,3,27.97,11/9/2017
19308,2,10.98,11/18/2017
19309,7,107.13,3/9/2017
19310,2,28.47,3/9/2017
19311,4,62.09,3/9/2017
19311,4,58.74,4/9/2017
19311,3,40.47,1/18/2018
19312,1,20,3/9/2017
19313,1,14.99,3/9/2017
19314,1,0,3/9/2017
19315,1,14.99,3/9/2017
19316,5,74.42,3/9/2017
19316,4,55.89,7/28/2017
19317,2,28.13,3/9/2017
19317,2,29.33,3/17/2017
19318,2,29.92,3/9/2017
19318,4,62.64,5/12/2017
19318,4,58.69,7/6/2017
19318,4,41.96,9/11/2017
19319,1,10.77,3/9/2017
19319,1,14.79,7/1/2017
19320,2,26.14,3/9/2017
19320,2,22.54,6/2/2017
19320,9,104.41,12/11/2017
19320,1,10.49,1/26/2018
19320,4,35.46,1/29/2018
19320,6,128.79,2/26/2018
19320,2,29.76,3/17/2018
19320,2,27.48,3/22/2018
19320,2,26.48,6/25/2018
19321,2,22.74,3/9/2017
19322,1,38.77,3/11/2017
19323,1,6.79,3/9/2017
19323,1,13.97,3/13/2017
19323,2,21.98,10/2/2017
19323,1,11.49,11/10/2017
19323,3,44.97,12/5/2017
19324,1,10.77,3/9/2017
19324,8,104.92,1/1/2018
19324,4,50.96,1/11/2018
19325,1,17.36,3/9/2017
19326,3,26.54,3/9/2017
19327,1,14.96,3/9/2017
19328,1,25.99,3/9/2017
19329,1,14.96,3/9/2017
19329,2,47.36,4/2/2017
19329,1,13.97,4/10/2017
19329,1,13.97,4/15/2017
19329,1,14.79,6/23/2017
19329,3,35.91,7/5/2017
19329,4,59.09,8/14/2017
19329,1,12.99,9/21/2017
19329,2,27.48,12/1/2017
19329,1,15.49,1/8/2018
19329,4,53.04,1/29/2018
19329,2,29.98,3/23/2018
19329,1,12.99,4/17/2018
19329,1,16.97,6/1/2018
19329,1,12.99,6/30/2018
19329,1,12.99,6/30/2018
19330,2,22.75,3/9/2017
19331,3,47.53,3/9/2017
19332,1,22.77,3/9/2017
19333,1,8.77,3/9/2017
19333,1,53.97,4/20/2017
19334,1,9.77,3/9/2017
19335,3,44.32,3/9/2017
19335,3,42.69,3/12/2017
19335,1,11.95,8/20/2017
19335,3,32.99,8/20/2017
19335,2,7.48,1/6/2018
19336,3,37.47,3/9/2017
19336,4,57.45,5/3/2017
19337,1,14.79,3/9/2017
19338,1,13.97,3/9/2017
19338,1,24.99,6/22/2017
19338,4,79.96,9/6/2017
19339,5,69.63,3/9/2017
19339,7,97.77,3/9/2017
19339,1,92.99,3/9/2017
19339,5,79.62,3/10/2017
19339,3,225.97,3/11/2017
19339,5,137.54,3/11/2017
19339,3,92.56,3/13/2017
19339,6,81.82,3/13/2017
19339,8,102.16,3/15/2017
19339,7,86.4,3/15/2017
19339,2,25.98,3/16/2017
19339,2,31.32,3/16/2017
19339,7,89.96,3/16/2017
19339,6,78.8,3/18/2017
19339,8,115.27,3/18/2017
19339,9,117.9,3/18/2017
19339,4,46.88,3/18/2017
19339,19,262.99,3/18/2017
19339,9,132.25,3/19/2017
19339,8,110.14,3/19/2017
19339,4,50.27,3/19/2017
19339,7,159.31,3/20/2017
19339,13,180.74,3/20/2017
19339,15,368.85,3/20/2017
19339,18,260.88,3/20/2017
19339,3,74.97,3/20/2017
19339,10,199.9,3/20/2017
19339,6,289.94,3/20/2017
19339,1,19.99,3/20/2017
19339,24,384.16,3/21/2017
19339,9,183.32,3/21/2017
19339,5,73.84,3/21/2017
19339,3,45.34,3/22/2017
19339,5,75.39,3/23/2017
19339,4,73.28,3/23/2017
19339,7,102.35,3/23/2017
19339,3,38.35,3/24/2017
19339,4,114.96,3/25/2017
19339,1,19.99,3/25/2017
19339,3,71.7,3/25/2017
19339,9,219.88,3/26/2017
19339,4,80.92,3/27/2017
19339,2,28.73,3/27/2017
19339,11,156.24,3/27/2017
19339,8,113.53,3/28/2017
19339,11,150.72,3/28/2017
19339,2,27.34,3/28/2017
19339,1,22.77,3/28/2017
19339,12,151.96,3/28/2017
19339,11,130.13,3/29/2017
19339,3,54.97,3/30/2017
19339,5,74.79,3/30/2017
19339,7,100.54,3/30/2017
19339,5,94.7,4/1/2017
19339,13,214.77,4/2/2017
19339,5,65.23,4/11/2017
19340,3,49.76,3/9/2017
19341,1,17.9,3/12/2017
19342,1,19.99,3/9/2017
19343,2,27.94,3/9/2017
19343,1,15.37,3/11/2017
19343,2,25.98,9/13/2017
19343,2,23.48,10/27/2017
19343,2,34.17,2/2/2018
19344,1,11.77,3/9/2017
19344,3,34.31,3/11/2017
19344,2,40.74,3/12/2017
19345,3,39.72,3/9/2017
19345,1,24.99,4/3/2017
19345,1,11.77,7/4/2017
19345,1,12.7,9/2/2017
19345,2,29.98,9/14/2017
19345,1,12.99,9/19/2017
19345,1,8.49,10/7/2017
19345,1,8.49,10/7/2017
19345,1,8.49,10/7/2017
19345,1,21.99,11/26/2017
19345,1,21.99,11/26/2017
19345,1,6.49,1/14/2018
19346,1,15.36,3/9/2017
19346,1,12.49,4/16/2017
19346,1,13.99,10/26/2017
19346,2,24.98,11/30/2017
19347,3,43.73,3/9/2017
19347,7,111.76,5/31/2017
19347,3,38.33,7/30/2017
19347,4,53.35,3/17/2018
19347,3,68.47,5/24/2018
19348,1,21.77,3/9/2017
19348,1,13.97,6/29/2017
19349,1,13.97,3/9/2017
19350,3,45.09,3/9/2017
19351,1,15.36,3/9/2017
19351,2,14.75,5/27/2017
19352,1,9.97,3/9/2017
19352,4,63.28,6/21/2017
19352,6,87.44,12/5/2017
19352,4,53.46,3/10/2018
19352,1,11.49,3/10/2018
19352,5,74.95,3/23/2018
19352,9,99.41,6/27/2018
19353,1,14.79,3/9/2017
19353,1,14.99,9/15/2017
19353,1,14.99,10/2/2017
19353,1,14.99,10/9/2017
19354,3,45.88,3/9/2017
19355,1,9.97,3/9/2017
19356,1,12.49,3/9/2017
19357,1,49.37,3/9/2017
19357,9,125.09,5/9/2017
19357,7,92.42,8/8/2017
19358,7,98.81,3/9/2017
19358,7,164.04,5/12/2017
19358,2,20.54,6/3/2017
19358,3,31.47,12/15/2017
19359,2,28.13,3/9/2017
19359,2,28.93,3/12/2017
19359,2,26.73,6/17/2017
19359,1,14.37,7/12/2017
19359,2,28.98,9/21/2017
19359,1,14.49,11/29/2017
19359,1,13.99,12/2/2017
19359,1,12.99,1/5/2018
19359,2,26.48,4/13/2018
19360,2,22.55,3/9/2017
19361,1,14.96,3/9/2017
19362,1,16.36,3/9/2017
19363,1,10.77,3/9/2017
19364,1,12.97,3/9/2017
19365,2,30.32,3/9/2017
19365,2,37.98,9/9/2017
19365,1,14.49,9/27/2017
19366,1,19.77,3/9/2017
19367,2,23.54,3/9/2017
19367,3,33.51,5/13/2017
19367,2,29.73,5/14/2017
19367,3,34.47,11/9/2017
19368,1,11.77,3/9/2017
19368,1,11.49,5/17/2018
19369,2,31.12,3/9/2017
19369,4,81.69,3/19/2017
19369,2,29.86,4/23/2017
19369,3,53.28,5/11/2017
19369,1,11.77,5/29/2017
19369,2,26.02,5/30/2017
19369,1,13.97,6/23/2017
19369,2,29.33,8/28/2017
19369,2,41.48,9/11/2017
19369,4,41.96,10/28/2017
19369,3,35.55,2/8/2018
19369,3,42.97,2/23/2018
19369,4,44.96,4/22/2018
19369,1,9.49,6/3/2018
19370,1,14.37,3/9/2017
19370,1,14.37,3/9/2017
19371,1,11.77,3/9/2017
19372,2,26.74,3/9/2017
19372,3,39.5,6/29/2017
19372,1,22.77,7/26/2017
19372,1,12.99,9/28/2017
19372,1,22.49,11/29/2017
19372,1,14.49,11/29/2017
19372,1,13.99,12/24/2017
19372,1,10.17,3/7/2018
19373,1,11.77,3/9/2017
19374,5,55.47,3/13/2017
19374,7,99.93,2/16/2018
19375,1,28.97,3/9/2017
19376,1,14.37,3/9/2017
19377,3,37.7,3/9/2017
19377,2,28.74,3/16/2017
19377,1,136.77,4/2/2017
19377,4,31.32,6/15/2017
19377,2,18.98,9/15/2017
19378,2,28.34,3/9/2017
19379,3,37.51,3/9/2017
19379,4,49.69,4/19/2017
19380,1,46.37,3/10/2017
19381,3,55.71,3/9/2017
19382,3,32.92,3/9/2017
19382,1,12.49,3/13/2017
19382,1,12.49,3/16/2017
19382,1,19.99,5/11/2017
19383,1,12.97,3/9/2017
19383,1,15.99,3/15/2017
19384,1,0,3/9/2017
19385,1,11.77,3/9/2017
19386,3,54.97,3/11/2017
19387,2,26.73,3/9/2017
19387,2,28.93,6/15/2017
19387,1,11.49,3/28/2018
19388,5,72.63,3/9/2017
19389,1,23.99,3/9/2017
19390,1,13.97,3/9/2017
19391,1,42.77,3/21/2017
19391,3,34.31,7/14/2017
19391,5,83.95,10/29/2017
19391,1,134.49,11/26/2017
19391,3,59.97,12/18/2017
19391,2,45.98,12/28/2017
19391,3,53.97,1/7/2018
19391,1,76.99,2/23/2018
19391,5,77.27,4/8/2018
19391,3,50.97,5/18/2018
19391,3,47.97,6/4/2018
19392,2,33.54,3/9/2017
19392,1,11.77,4/18/2017
19392,1,13.97,5/28/2017
19392,2,27.93,7/26/2017
19392,3,40.06,6/15/2018
19393,3,36.5,3/9/2017
19394,1,18.99,3/9/2017
19395,3,51.13,3/9/2017
19395,9,198.49,4/19/2017
19395,4,55.07,6/26/2017
19395,8,114.16,7/12/2017
19395,4,58.27,7/18/2017
19395,5,84.04,7/18/2017
19395,2,24.98,10/19/2017
19395,1,17.99,10/27/2017
19395,2,29.98,10/29/2017
19395,5,58.95,1/26/2018
19395,3,43.97,3/8/2018
19395,4,50.03,5/10/2018
19396,1,14.99,3/9/2017
19397,2,40.46,3/9/2017
19398,1,13.77,3/9/2017
19398,1,14.99,5/17/2018
19399,2,30.72,3/9/2017
19400,1,13.97,3/9/2017
19400,1,9.77,8/14/2017
19400,1,5.99,10/11/2017
19400,1,12.99,1/11/2018
19400,1,12.49,6/7/2018
19401,1,21.99,3/9/2017
19401,2,23.15,3/11/2017
19401,3,32.74,4/17/2017
19401,7,90.18,4/24/2017
19401,2,25.74,5/15/2017
19401,4,48.08,7/14/2017
19401,6,74.62,7/27/2017
19401,3,38.97,10/24/2017
19401,5,72.95,11/24/2017
19401,1,17.49,1/20/2018
19401,5,66.95,2/4/2018
19401,3,41.47,2/10/2018
19401,5,57.95,3/4/2018
19401,3,36.86,3/8/2018
19401,3,37.97,4/18/2018
19402,1,15.36,3/9/2017
19403,2,19.28,3/9/2017
19403,1,14.96,6/28/2017
19403,1,24.49,1/5/2018
19404,3,37.9,3/9/2017
19404,1,11.77,3/14/2017
19404,1,19.77,4/7/2017
19404,1,11.77,5/11/2017
19404,1,11.77,5/20/2017
19404,1,14.96,5/27/2017
19405,1,12.49,3/9/2017
19405,1,14.79,4/17/2017
19405,2,24.54,8/30/2017
19405,2,23.98,5/1/2018
19405,2,29.98,5/10/2018
19406,1,14.79,3/9/2017
19406,1,12.99,4/26/2017
19407,1,49.37,3/9/2017
19407,1,15.49,1/12/2018
19407,1,12.49,3/19/2018
19408,1,18.3,3/9/2017
19408,1,14.96,8/20/2017
19408,1,24.99,9/18/2017
19408,2,24.98,11/21/2017
19408,1,29.49,12/10/2017
19408,4,53.85,4/30/2018
19408,2,71.35,6/15/2018
19409,1,15.36,3/9/2017
19410,1,10.99,3/9/2017
19411,1,16.99,3/9/2017
19411,1,13.99,4/22/2018
19412,1,15.36,3/9/2017
19413,1,25.78,3/9/2017
19413,1,14.96,3/13/2017
19414,3,31.51,3/9/2017
19415,5,61.67,3/9/2017
19415,2,27.54,5/27/2017
19415,6,76.23,8/4/2017
19415,8,96.92,11/11/2017
19415,4,49.96,6/11/2018
19416,1,12.99,3/9/2017
19417,1,9.97,3/9/2017
19418,2,30.32,3/9/2017
19419,1,11.7,3/9/2017
19419,4,75.46,3/6/2018
19420,1,13.97,3/9/2017
19420,2,25.48,6/7/2018
19421,1,11.77,3/9/2017
19422,1,17.99,3/9/2017
19423,1,4.79,3/9/2017
19424,4,53.81,3/9/2017
19424,5,69.25,7/23/2017
19424,5,75.42,7/31/2017
19424,2,68.48,3/5/2018
19425,1,47.9,3/9/2017
19425,1,14.37,3/28/2017
19425,3,97.47,9/14/2017
19426,1,13.97,3/9/2017
19426,2,29.92,4/13/2017
19426,1,12.97,5/18/2017
19426,2,15.54,6/30/2017
19427,1,14.79,3/9/2017
19428,1,14.99,3/9/2017
